Date,Vegetable,Wholesale Price,Retail Price,Shopping Mall Price,Units
28-04-2022,Corn,23,27,33,1kg
28-04-2022,Cucumber,14,17,20,1kg
28-04-2022,Curry Leaves,39,47,55,1kg
28-04-2022,Dill Leaves,11,13,15,1kg
28-04-2022,Drumsticks,40,48,57,1kg
28-04-2022,Brinjal,25,30,35,1kg
28-04-2022,Brinjal (Big),24,29,34,1kg
28-04-2022,Elephant Yam,32,39,45,1kg
28-04-2022,Fenugreek Leaves,12,14,17,1kg
28-04-2022,French Beans,33,40,47,1kg
28-04-2022,Garlic,64,77,91,1kg
28-04-2022,Ginger,39,47,55,1kg
28-04-2022,Onion Green,44,53,63,1kg
28-04-2022,Green Peas,46,55,65,1kg
28-04-2022,Ivy Gourd,33,40,47,1kg
28-04-2022,Lemon (Lime),38,46,54,1kg
28-04-2022,Mango Raw,24,29,34,1kg
28-04-2022,Mint Leaves,7,8,10,1kg
28-04-2022,Mushroom,75,90,107,1kg
28-04-2022,Mustard Leaves,16,19,22,1kg
28-04-2022,Ladies Finger,20,24,28,1kg
28-04-2022,Pumpkin,20,24,28,1kg
28-04-2022,Radish,21,25,30,1kg
28-04-2022,Ridge Gourd,29,35,41,1kg
28-04-2022,Shallot (Pearl Onion),34,41,48,1kg
28-04-2022,Snake Gourd,17,21,24,1kg
28-04-2022,Sorrel Leaves,11,13,15,1kg
28-04-2022,Spinach,10,12,14,1kg
28-04-2022,Sweet Potato,38,46,54,1kg
27-04-2022,Onion Big,23,27,33,1kg
27-04-2022,Onion Small,28,34,40,1kg
27-04-2022,Tomato,40,48,57,1kg
27-04-2022,Green Chilli,45,54,64,1kg
27-04-2022,Beetroot,29,35,41,1kg
27-04-2022,Potato,26,31,37,1kg
27-04-2022,Raw Banana (Plantain),8,9,11,1kg
27-04-2022,Amaranth Leaves,14,17,20,1kg
27-04-2022,Amla,60,72,85,1kg
27-04-2022,Ash gourd,16,19,22,1kg
27-04-2022,Baby Corn,49,59,70,1kg
27-04-2022,Banana Flower,20,24,28,1kg
27-04-2022,Capsicum,33,40,47,1kg
27-04-2022,Bitter Gourd,29,35,41,1kg
27-04-2022,Bottle Gourd,18,22,26,1kg
27-04-2022,Butter Beans,40,48,57,1kg
27-04-2022,Broad Beans,27,32,38,1kg
27-04-2022,Cabbage,18,22,26,1kg
27-04-2022,Carrot,35,42,50,1kg
27-04-2022,Cauliflower,22,26,31,1kg
27-04-2022,Cluster beans,32,39,45,1kg
27-04-2022,Coconut,19,23,27,1kg
27-04-2022,Colocasia Leaves,15,18,21,1kg
27-04-2022,Colocasia,27,32,38,1kg
27-04-2022,Coriander Leaves,11,13,15,1kg
27-04-2022,Corn,23,27,33,1kg
27-04-2022,Cucumber,14,17,20,1kg
27-04-2022,Curry Leaves,39,47,55,1kg
27-04-2022,Dill Leaves,11,13,15,1kg
27-04-2022,Drumsticks,40,48,57,1kg
27-04-2022,Brinjal,25,30,35,1kg
27-04-2022,Brinjal (Big),24,29,34,1kg
27-04-2022,Elephant Yam,32,39,45,1kg
27-04-2022,Fenugreek Leaves,12,14,17,1kg
27-04-2022,French Beans,33,40,47,1kg
27-04-2022,Garlic,64,77,91,1kg
27-04-2022,Ginger,39,47,55,1kg
27-04-2022,Onion Green,44,53,63,1kg
27-04-2022,Green Peas,46,55,65,1kg
27-04-2022,Ivy Gourd,33,40,47,1kg
27-04-2022,Lemon (Lime),38,46,54,1kg
27-04-2022,Mango Raw,24,29,34,1kg
27-04-2022,Mint Leaves,7,8,10,1kg
27-04-2022,Mushroom,75,90,107,1kg
27-04-2022,Mustard Leaves,16,19,22,1kg
27-04-2022,Ladies Finger,20,24,28,1kg
27-04-2022,Pumpkin,20,24,28,1kg
27-04-2022,Radish,21,25,30,1kg
27-04-2022,Ridge Gourd,29,35,41,1kg
27-04-2022,Shallot (Pearl Onion),34,41,48,1kg
27-04-2022,Snake Gourd,17,21,24,1kg
27-04-2022,Sorrel Leaves,11,13,15,1kg
27-04-2022,Spinach,10,12,14,1kg
27-04-2022,Sweet Potato,38,46,54,1kg
26-04-2022,Onion Big,21,25,30,1kg
26-04-2022,Onion Small,27,32,38,1kg
26-04-2022,Tomato,10,12,14,1kg
26-04-2022,Green Chilli,39,47,55,1kg
26-04-2022,Beetroot,30,36,43,1kg
26-04-2022,Potato,25,30,35,1kg
26-04-2022,Raw Banana (Plantain),6,7,8,1kg
26-04-2022,Amaranth Leaves,16,19,22,1kg
26-04-2022,Amla,60,72,85,1kg
26-04-2022,Ash gourd,20,24,28,1kg
26-04-2022,Baby Corn,48,58,68,1kg
26-04-2022,Banana Flower,19,23,27,1kg
26-04-2022,Capsicum,31,37,44,1kg
26-04-2022,Bitter Gourd,26,31,37,1kg
26-04-2022,Bottle Gourd,20,24,28,1kg
26-04-2022,Butter Beans,42,50,59,1kg
26-04-2022,Broad Beans,27,32,38,1kg
26-04-2022,Cabbage,20,24,28,1kg
26-04-2022,Carrot,28,34,40,1kg
26-04-2022,Cauliflower,24,29,34,1kg
26-04-2022,Cluster beans,32,39,45,1kg
26-04-2022,Coconut,20,24,28,1kg
26-04-2022,Colocasia Leaves,10,12,14,1kg
26-04-2022,Colocasia,23,27,33,1kg
26-04-2022,Coriander Leaves,7,8,10,1kg
26-04-2022,Corn,26,31,37,1kg
26-04-2022,Cucumber,13,16,18,1kg
26-04-2022,Curry Leaves,37,45,52,1kg
26-04-2022,Dill Leaves,13,16,18,1kg
26-04-2022,Drumsticks,60,72,85,1kg
26-04-2022,Brinjal,23,27,33,1kg
26-04-2022,Brinjal (Big),28,34,40,1kg
26-04-2022,Elephant Yam,31,37,44,1kg
26-04-2022,Fenugreek Leaves,13,16,18,1kg
26-04-2022,French Beans,35,42,50,1kg
26-04-2022,Garlic,65,79,92,1kg
26-04-2022,Ginger,35,42,50,1kg
26-04-2022,Onion Green,44,53,63,1kg
26-04-2022,Green Peas,44,53,63,1kg
26-04-2022,Ivy Gourd,26,31,37,1kg
26-04-2022,Lemon (Lime),37,45,52,1kg
26-04-2022,Mango Raw,32,39,45,1kg
26-04-2022,Mint Leaves,4,5,6,1kg
26-04-2022,Mushroom,90,109,128,1kg
26-04-2022,Mustard Leaves,20,24,28,1kg
26-04-2022,Ladies Finger,20,24,28,1kg
26-04-2022,Pumpkin,25,30,35,1kg
26-04-2022,Radish,22,26,31,1kg
26-04-2022,Ridge Gourd,29,35,41,1kg
26-04-2022,Shallot (Pearl Onion),36,43,51,1kg
26-04-2022,Snake Gourd,19,23,27,1kg
26-04-2022,Sorrel Leaves,13,16,18,1kg
26-04-2022,Spinach,14,17,20,1kg
26-04-2022,Sweet Potato,42,50,59,1kg
25-04-2022,Onion Big,21,25,30,1kg
25-04-2022,Onion Small,27,32,38,1kg
25-04-2022,Tomato,10,12,14,1kg
25-04-2022,Green Chilli,39,47,55,1kg
25-04-2022,Beetroot,30,36,43,1kg
25-04-2022,Potato,25,30,35,1kg
25-04-2022,Raw Banana (Plantain),6,7,8,1kg
25-04-2022,Amaranth Leaves,16,19,22,1kg
25-04-2022,Amla,60,72,85,1kg
25-04-2022,Ash gourd,20,24,28,1kg
25-04-2022,Baby Corn,48,58,68,1kg
25-04-2022,Banana Flower,19,23,27,1kg
25-04-2022,Capsicum,31,37,44,1kg
25-04-2022,Bitter Gourd,26,31,37,1kg
25-04-2022,Bottle Gourd,20,24,28,1kg
25-04-2022,Butter Beans,42,50,59,1kg
25-04-2022,Broad Beans,27,32,38,1kg
25-04-2022,Cabbage,20,24,28,1kg
25-04-2022,Carrot,28,34,40,1kg
25-04-2022,Cauliflower,24,29,34,1kg
25-04-2022,Cluster beans,32,39,45,1kg
25-04-2022,Coconut,20,24,28,1kg
25-04-2022,Colocasia Leaves,10,12,14,1kg
25-04-2022,Colocasia,23,27,33,1kg
25-04-2022,Coriander Leaves,7,8,10,1kg
25-04-2022,Corn,26,31,37,1kg
25-04-2022,Cucumber,13,16,18,1kg
25-04-2022,Curry Leaves,37,45,52,1kg
25-04-2022,Dill Leaves,13,16,18,1kg
25-04-2022,Drumsticks,60,72,85,1kg
25-04-2022,Brinjal,23,27,33,1kg
25-04-2022,Brinjal (Big),28,34,40,1kg
25-04-2022,Elephant Yam,31,37,44,1kg
25-04-2022,Fenugreek Leaves,13,16,18,1kg
25-04-2022,French Beans,35,42,50,1kg
25-04-2022,Garlic,65,79,92,1kg
25-04-2022,Ginger,35,42,50,1kg
25-04-2022,Onion Green,44,53,63,1kg
25-04-2022,Green Peas,44,53,63,1kg
25-04-2022,Ivy Gourd,26,31,37,1kg
25-04-2022,Lemon (Lime),37,45,52,1kg
25-04-2022,Mango Raw,32,39,45,1kg
25-04-2022,Mint Leaves,4,5,6,1kg
25-04-2022,Mushroom,90,109,128,1kg
25-04-2022,Mustard Leaves,20,24,28,1kg
25-04-2022,Ladies Finger,20,24,28,1kg
25-04-2022,Pumpkin,25,30,35,1kg
25-04-2022,Radish,22,26,31,1kg
25-04-2022,Ridge Gourd,29,35,41,1kg
25-04-2022,Shallot (Pearl Onion),36,43,51,1kg
25-04-2022,Snake Gourd,19,23,27,1kg
25-04-2022,Sorrel Leaves,13,16,18,1kg
25-04-2022,Spinach,14,17,20,1kg
25-04-2022,Sweet Potato,42,50,59,1kg
24-04-2022,Onion Big,21,25,30,1kg
24-04-2022,Onion Small,27,32,38,1kg
24-04-2022,Tomato,10,12,14,1kg
24-04-2022,Green Chilli,39,47,55,1kg
24-04-2022,Beetroot,30,36,43,1kg
24-04-2022,Potato,25,30,35,1kg
24-04-2022,Raw Banana (Plantain),6,7,8,1kg
24-04-2022,Amaranth Leaves,16,19,22,1kg
24-04-2022,Amla,60,72,85,1kg
24-04-2022,Ash gourd,20,24,28,1kg
24-04-2022,Baby Corn,48,58,68,1kg
24-04-2022,Banana Flower,19,23,27,1kg
24-04-2022,Capsicum,31,37,44,1kg
24-04-2022,Bitter Gourd,26,31,37,1kg
24-04-2022,Bottle Gourd,20,24,28,1kg
24-04-2022,Butter Beans,42,50,59,1kg
24-04-2022,Broad Beans,27,32,38,1kg
24-04-2022,Cabbage,20,24,28,1kg
24-04-2022,Carrot,28,34,40,1kg
24-04-2022,Cauliflower,24,29,34,1kg
24-04-2022,Cluster beans,32,39,45,1kg
24-04-2022,Coconut,20,24,28,1kg
24-04-2022,Colocasia Leaves,10,12,14,1kg
24-04-2022,Colocasia,23,27,33,1kg
24-04-2022,Coriander Leaves,7,8,10,1kg
24-04-2022,Corn,26,31,37,1kg
24-04-2022,Cucumber,13,16,18,1kg
24-04-2022,Curry Leaves,37,45,52,1kg
24-04-2022,Dill Leaves,13,16,18,1kg
24-04-2022,Drumsticks,60,72,85,1kg
24-04-2022,Brinjal,23,27,33,1kg
24-04-2022,Brinjal (Big),28,34,40,1kg
24-04-2022,Elephant Yam,31,37,44,1kg
24-04-2022,Fenugreek Leaves,13,16,18,1kg
24-04-2022,French Beans,35,42,50,1kg
24-04-2022,Garlic,65,79,92,1kg
24-04-2022,Ginger,35,42,50,1kg
24-04-2022,Onion Green,44,53,63,1kg
24-04-2022,Green Peas,44,53,63,1kg
24-04-2022,Ivy Gourd,26,31,37,1kg
24-04-2022,Lemon (Lime),37,45,52,1kg
24-04-2022,Mango Raw,32,39,45,1kg
24-04-2022,Mint Leaves,4,5,6,1kg
24-04-2022,Mushroom,90,109,128,1kg
24-04-2022,Mustard Leaves,20,24,28,1kg
24-04-2022,Ladies Finger,20,24,28,1kg
24-04-2022,Pumpkin,25,30,35,1kg
24-04-2022,Radish,22,26,31,1kg
24-04-2022,Ridge Gourd,29,35,41,1kg
24-04-2022,Shallot (Pearl Onion),36,43,51,1kg
24-04-2022,Snake Gourd,19,23,27,1kg
24-04-2022,Sorrel Leaves,13,16,18,1kg
24-04-2022,Spinach,14,17,20,1kg
24-04-2022,Sweet Potato,42,50,59,1kg
23-04-2022,Onion Big,18,22,26,1kg
23-04-2022,Onion Small,30,36,43,1kg
23-04-2022,Tomato,18,22,26,1kg
23-04-2022,Green Chilli,35,42,50,1kg
23-04-2022,Beetroot,24,29,34,1kg
23-04-2022,Potato,21,25,30,1kg
23-04-2022,Raw Banana (Plantain),9,10,13,1kg
23-04-2022,Amaranth Leaves,12,14,17,1kg
23-04-2022,Amla,50,61,71,1kg
23-04-2022,Ash gourd,16,19,22,1kg
23-04-2022,Baby Corn,50,61,71,1kg
23-04-2022,Banana Flower,20,24,28,1kg
23-04-2022,Capsicum,36,43,51,1kg
23-04-2022,Bitter Gourd,26,31,37,1kg
23-04-2022,Bottle Gourd,20,24,28,1kg
23-04-2022,Butter Beans,40,48,57,1kg
23-04-2022,Broad Beans,22,26,31,1kg
23-04-2022,Cabbage,20,24,28,1kg
23-04-2022,Carrot,26,31,37,1kg
23-04-2022,Cauliflower,22,26,31,1kg
23-04-2022,Cluster beans,31,37,44,1kg
23-04-2022,Coconut,22,26,31,1kg
23-04-2022,Colocasia Leaves,14,17,20,1kg
23-04-2022,Colocasia,23,27,33,1kg
23-04-2022,Coriander Leaves,11,13,15,1kg
23-04-2022,Corn,26,31,37,1kg
23-04-2022,Cucumber,15,18,21,1kg
23-04-2022,Curry Leaves,42,50,59,1kg
23-04-2022,Dill Leaves,13,16,18,1kg
23-04-2022,Drumsticks,40,48,57,1kg
23-04-2022,Brinjal,25,30,35,1kg
23-04-2022,Brinjal (Big),25,30,35,1kg
23-04-2022,Elephant Yam,24,29,34,1kg
23-04-2022,Fenugreek Leaves,14,17,20,1kg
23-04-2022,French Beans,25,30,35,1kg
23-04-2022,Garlic,64,77,91,1kg
23-04-2022,Ginger,37,45,52,1kg
23-04-2022,Onion Green,36,43,51,1kg
23-04-2022,Green Peas,47,57,67,1kg
23-04-2022,Ivy Gourd,33,40,47,1kg
23-04-2022,Lemon (Lime),37,45,52,1kg
23-04-2022,Mango Raw,57,69,81,1kg
23-04-2022,Mint Leaves,5,6,7,1kg
23-04-2022,Mushroom,77,93,109,1kg
23-04-2022,Mustard Leaves,20,24,28,1kg
23-04-2022,Ladies Finger,22,26,31,1kg
23-04-2022,Pumpkin,25,30,35,1kg
23-04-2022,Radish,18,22,26,1kg
23-04-2022,Ridge Gourd,28,34,40,1kg
23-04-2022,Shallot (Pearl Onion),33,40,47,1kg
23-04-2022,Snake Gourd,22,26,31,1kg
23-04-2022,Sorrel Leaves,11,13,15,1kg
23-04-2022,Spinach,15,18,21,1kg
23-04-2022,Sweet Potato,46,55,65,1kg
22-04-2022,Onion Big,18,22,26,1kg
22-04-2022,Onion Small,30,36,43,1kg
22-04-2022,Tomato,18,22,26,1kg
22-04-2022,Green Chilli,35,42,50,1kg
22-04-2022,Beetroot,24,29,34,1kg
22-04-2022,Potato,21,25,30,1kg
22-04-2022,Raw Banana (Plantain),9,10,13,1kg
22-04-2022,Amaranth Leaves,12,14,17,1kg
22-04-2022,Amla,50,61,71,1kg
22-04-2022,Ash gourd,16,19,22,1kg
22-04-2022,Baby Corn,50,61,71,1kg
22-04-2022,Banana Flower,20,24,28,1kg
22-04-2022,Capsicum,36,43,51,1kg
22-04-2022,Bitter Gourd,26,31,37,1kg
22-04-2022,Bottle Gourd,20,24,28,1kg
22-04-2022,Butter Beans,40,48,57,1kg
22-04-2022,Broad Beans,22,26,31,1kg
22-04-2022,Cabbage,20,24,28,1kg
22-04-2022,Carrot,26,31,37,1kg
22-04-2022,Cauliflower,22,26,31,1kg
22-04-2022,Cluster beans,31,37,44,1kg
22-04-2022,Coconut,22,26,31,1kg
22-04-2022,Colocasia Leaves,14,17,20,1kg
22-04-2022,Colocasia,23,27,33,1kg
22-04-2022,Coriander Leaves,11,13,15,1kg
22-04-2022,Corn,26,31,37,1kg
22-04-2022,Cucumber,15,18,21,1kg
22-04-2022,Curry Leaves,42,50,59,1kg
22-04-2022,Dill Leaves,13,16,18,1kg
22-04-2022,Drumsticks,40,48,57,1kg
22-04-2022,Brinjal,25,30,35,1kg
22-04-2022,Brinjal (Big),25,30,35,1kg
22-04-2022,Elephant Yam,24,29,34,1kg
22-04-2022,Fenugreek Leaves,14,17,20,1kg
22-04-2022,French Beans,25,30,35,1kg
22-04-2022,Garlic,64,77,91,1kg
22-04-2022,Ginger,37,45,52,1kg
22-04-2022,Onion Green,36,43,51,1kg
22-04-2022,Green Peas,47,57,67,1kg
22-04-2022,Ivy Gourd,33,40,47,1kg
22-04-2022,Lemon (Lime),37,45,52,1kg
22-04-2022,Mango Raw,57,69,81,1kg
22-04-2022,Mint Leaves,5,6,7,1kg
22-04-2022,Mushroom,77,93,109,1kg
22-04-2022,Mustard Leaves,20,24,28,1kg
22-04-2022,Ladies Finger,22,26,31,1kg
22-04-2022,Pumpkin,25,30,35,1kg
22-04-2022,Radish,18,22,26,1kg
22-04-2022,Ridge Gourd,28,34,40,1kg
22-04-2022,Shallot (Pearl Onion),33,40,47,1kg
22-04-2022,Snake Gourd,22,26,31,1kg
22-04-2022,Sorrel Leaves,11,13,15,1kg
22-04-2022,Spinach,15,18,21,1kg
22-04-2022,Sweet Potato,46,55,65,1kg
21-04-2022,Onion Big,18,22,26,1kg
21-04-2022,Onion Small,30,36,43,1kg
21-04-2022,Tomato,18,22,26,1kg
21-04-2022,Green Chilli,35,42,50,1kg
21-04-2022,Beetroot,24,29,34,1kg
21-04-2022,Potato,21,25,30,1kg
21-04-2022,Raw Banana (Plantain),9,10,13,1kg
21-04-2022,Amaranth Leaves,12,14,17,1kg
21-04-2022,Amla,50,61,71,1kg
21-04-2022,Ash gourd,16,19,22,1kg
21-04-2022,Baby Corn,50,61,71,1kg
21-04-2022,Banana Flower,20,24,28,1kg
21-04-2022,Capsicum,36,43,51,1kg
21-04-2022,Bitter Gourd,26,31,37,1kg
21-04-2022,Bottle Gourd,20,24,28,1kg
21-04-2022,Butter Beans,40,48,57,1kg
21-04-2022,Broad Beans,22,26,31,1kg
21-04-2022,Cabbage,20,24,28,1kg
21-04-2022,Carrot,26,31,37,1kg
21-04-2022,Cauliflower,22,26,31,1kg
21-04-2022,Cluster beans,31,37,44,1kg
21-04-2022,Coconut,22,26,31,1kg
21-04-2022,Colocasia Leaves,14,17,20,1kg
21-04-2022,Colocasia,23,27,33,1kg
21-04-2022,Coriander Leaves,11,13,15,1kg
21-04-2022,Corn,26,31,37,1kg
21-04-2022,Cucumber,15,18,21,1kg
21-04-2022,Curry Leaves,42,50,59,1kg
21-04-2022,Dill Leaves,13,16,18,1kg
21-04-2022,Drumsticks,40,48,57,1kg
21-04-2022,Brinjal,25,30,35,1kg
21-04-2022,Brinjal (Big),25,30,35,1kg
21-04-2022,Elephant Yam,24,29,34,1kg
21-04-2022,Fenugreek Leaves,14,17,20,1kg
21-04-2022,French Beans,25,30,35,1kg
21-04-2022,Garlic,64,77,91,1kg
21-04-2022,Ginger,37,45,52,1kg
21-04-2022,Onion Green,36,43,51,1kg
21-04-2022,Green Peas,47,57,67,1kg
21-04-2022,Ivy Gourd,33,40,47,1kg
21-04-2022,Lemon (Lime),37,45,52,1kg
21-04-2022,Mango Raw,57,69,81,1kg
21-04-2022,Mint Leaves,5,6,7,1kg
21-04-2022,Mushroom,77,93,109,1kg
21-04-2022,Mustard Leaves,20,24,28,1kg
21-04-2022,Ladies Finger,22,26,31,1kg
21-04-2022,Pumpkin,25,30,35,1kg
21-04-2022,Radish,18,22,26,1kg
21-04-2022,Ridge Gourd,28,34,40,1kg
21-04-2022,Shallot (Pearl Onion),33,40,47,1kg
21-04-2022,Snake Gourd,22,26,31,1kg
21-04-2022,Sorrel Leaves,11,13,15,1kg
21-04-2022,Spinach,15,18,21,1kg
21-04-2022,Sweet Potato,46,55,65,1kg
20-04-2022,Onion Big,18,22,26,1kg
20-04-2022,Onion Small,30,36,43,1kg
20-04-2022,Tomato,18,22,26,1kg
20-04-2022,Green Chilli,35,42,50,1kg
20-04-2022,Beetroot,24,29,34,1kg
20-04-2022,Potato,21,25,30,1kg
20-04-2022,Raw Banana (Plantain),9,10,13,1kg
20-04-2022,Amaranth Leaves,12,14,17,1kg
20-04-2022,Amla,50,61,71,1kg
20-04-2022,Ash gourd,16,19,22,1kg
20-04-2022,Baby Corn,50,61,71,1kg
20-04-2022,Banana Flower,20,24,28,1kg
20-04-2022,Capsicum,36,43,51,1kg
20-04-2022,Bitter Gourd,26,31,37,1kg
20-04-2022,Bottle Gourd,20,24,28,1kg
20-04-2022,Butter Beans,40,48,57,1kg
20-04-2022,Broad Beans,22,26,31,1kg
20-04-2022,Cabbage,20,24,28,1kg
20-04-2022,Carrot,26,31,37,1kg
20-04-2022,Cauliflower,22,26,31,1kg
20-04-2022,Cluster beans,31,37,44,1kg
20-04-2022,Coconut,22,26,31,1kg
20-04-2022,Colocasia Leaves,14,17,20,1kg
20-04-2022,Colocasia,23,27,33,1kg
20-04-2022,Coriander Leaves,11,13,15,1kg
20-04-2022,Corn,26,31,37,1kg
20-04-2022,Cucumber,15,18,21,1kg
20-04-2022,Curry Leaves,42,50,59,1kg
20-04-2022,Dill Leaves,13,16,18,1kg
20-04-2022,Drumsticks,40,48,57,1kg
20-04-2022,Brinjal,25,30,35,1kg
20-04-2022,Brinjal (Big),25,30,35,1kg
20-04-2022,Elephant Yam,24,29,34,1kg
20-04-2022,Fenugreek Leaves,14,17,20,1kg
20-04-2022,French Beans,25,30,35,1kg
20-04-2022,Garlic,64,77,91,1kg
20-04-2022,Ginger,37,45,52,1kg
20-04-2022,Onion Green,36,43,51,1kg
20-04-2022,Green Peas,47,57,67,1kg
20-04-2022,Ivy Gourd,33,40,47,1kg
20-04-2022,Lemon (Lime),37,45,52,1kg
20-04-2022,Mango Raw,57,69,81,1kg
20-04-2022,Mint Leaves,5,6,7,1kg
20-04-2022,Mushroom,77,93,109,1kg
20-04-2022,Mustard Leaves,20,24,28,1kg
20-04-2022,Ladies Finger,22,26,31,1kg
20-04-2022,Pumpkin,25,30,35,1kg
20-04-2022,Radish,18,22,26,1kg
20-04-2022,Ridge Gourd,28,34,40,1kg
20-04-2022,Shallot (Pearl Onion),33,40,47,1kg
20-04-2022,Snake Gourd,22,26,31,1kg
20-04-2022,Sorrel Leaves,11,13,15,1kg
20-04-2022,Spinach,15,18,21,1kg
20-04-2022,Sweet Potato,46,55,65,1kg
19-04-2022,Onion Big,18,22,26,1kg
19-04-2022,Onion Small,30,36,43,1kg
19-04-2022,Tomato,18,22,26,1kg
19-04-2022,Green Chilli,35,42,50,1kg
19-04-2022,Beetroot,24,29,34,1kg
19-04-2022,Potato,21,25,30,1kg
19-04-2022,Raw Banana (Plantain),9,10,13,1kg
19-04-2022,Amaranth Leaves,12,14,17,1kg
19-04-2022,Amla,50,61,71,1kg
19-04-2022,Ash gourd,16,19,22,1kg
19-04-2022,Baby Corn,50,61,71,1kg
19-04-2022,Banana Flower,20,24,28,1kg
19-04-2022,Capsicum,36,43,51,1kg
19-04-2022,Bitter Gourd,26,31,37,1kg
19-04-2022,Bottle Gourd,20,24,28,1kg
19-04-2022,Butter Beans,40,48,57,1kg
19-04-2022,Broad Beans,22,26,31,1kg
19-04-2022,Cabbage,20,24,28,1kg
19-04-2022,Carrot,26,31,37,1kg
19-04-2022,Cauliflower,22,26,31,1kg
19-04-2022,Cluster beans,31,37,44,1kg
19-04-2022,Coconut,22,26,31,1kg
19-04-2022,Colocasia Leaves,14,17,20,1kg
19-04-2022,Colocasia,23,27,33,1kg
19-04-2022,Coriander Leaves,11,13,15,1kg
19-04-2022,Corn,26,31,37,1kg
19-04-2022,Cucumber,15,18,21,1kg
19-04-2022,Curry Leaves,42,50,59,1kg
19-04-2022,Dill Leaves,13,16,18,1kg
19-04-2022,Drumsticks,40,48,57,1kg
19-04-2022,Brinjal,25,30,35,1kg
19-04-2022,Brinjal (Big),25,30,35,1kg
19-04-2022,Elephant Yam,24,29,34,1kg
19-04-2022,Fenugreek Leaves,14,17,20,1kg
19-04-2022,French Beans,25,30,35,1kg
19-04-2022,Garlic,64,77,91,1kg
19-04-2022,Ginger,37,45,52,1kg
19-04-2022,Onion Green,36,43,51,1kg
19-04-2022,Green Peas,47,57,67,1kg
19-04-2022,Ivy Gourd,33,40,47,1kg
19-04-2022,Lemon (Lime),37,45,52,1kg
19-04-2022,Mango Raw,57,69,81,1kg
19-04-2022,Mint Leaves,5,6,7,1kg
19-04-2022,Mushroom,77,93,109,1kg
19-04-2022,Mustard Leaves,20,24,28,1kg
19-04-2022,Ladies Finger,22,26,31,1kg
19-04-2022,Pumpkin,25,30,35,1kg
19-04-2022,Radish,18,22,26,1kg
19-04-2022,Ridge Gourd,28,34,40,1kg
19-04-2022,Shallot (Pearl Onion),33,40,47,1kg
19-04-2022,Snake Gourd,22,26,31,1kg
19-04-2022,Sorrel Leaves,11,13,15,1kg
19-04-2022,Spinach,15,18,21,1kg
19-04-2022,Sweet Potato,46,55,65,1kg
18-04-2022,Onion Big,18,22,26,1kg
18-04-2022,Onion Small,30,36,43,1kg
18-04-2022,Tomato,18,22,26,1kg
18-04-2022,Green Chilli,35,42,50,1kg
18-04-2022,Beetroot,24,29,34,1kg
18-04-2022,Potato,21,25,30,1kg
18-04-2022,Raw Banana (Plantain),9,10,13,1kg
18-04-2022,Amaranth Leaves,12,14,17,1kg
18-04-2022,Amla,50,61,71,1kg
18-04-2022,Ash gourd,16,19,22,1kg
18-04-2022,Baby Corn,50,61,71,1kg
18-04-2022,Banana Flower,20,24,28,1kg
18-04-2022,Capsicum,36,43,51,1kg
18-04-2022,Bitter Gourd,26,31,37,1kg
18-04-2022,Bottle Gourd,20,24,28,1kg
18-04-2022,Butter Beans,40,48,57,1kg
18-04-2022,Broad Beans,22,26,31,1kg
18-04-2022,Cabbage,20,24,28,1kg
18-04-2022,Carrot,26,31,37,1kg
18-04-2022,Cauliflower,22,26,31,1kg
18-04-2022,Cluster beans,31,37,44,1kg
18-04-2022,Coconut,22,26,31,1kg
18-04-2022,Colocasia Leaves,14,17,20,1kg
18-04-2022,Colocasia,23,27,33,1kg
18-04-2022,Coriander Leaves,11,13,15,1kg
18-04-2022,Corn,26,31,37,1kg
18-04-2022,Cucumber,15,18,21,1kg
18-04-2022,Curry Leaves,42,50,59,1kg
18-04-2022,Dill Leaves,13,16,18,1kg
18-04-2022,Drumsticks,40,48,57,1kg
18-04-2022,Brinjal,25,30,35,1kg
18-04-2022,Brinjal (Big),25,30,35,1kg
18-04-2022,Elephant Yam,24,29,34,1kg
18-04-2022,Fenugreek Leaves,14,17,20,1kg
18-04-2022,French Beans,25,30,35,1kg
18-04-2022,Garlic,64,77,91,1kg
18-04-2022,Ginger,37,45,52,1kg
18-04-2022,Onion Green,36,43,51,1kg
18-04-2022,Green Peas,47,57,67,1kg
18-04-2022,Ivy Gourd,33,40,47,1kg
18-04-2022,Lemon (Lime),37,45,52,1kg
18-04-2022,Mango Raw,57,69,81,1kg
18-04-2022,Mint Leaves,5,6,7,1kg
18-04-2022,Mushroom,77,93,109,1kg
18-04-2022,Mustard Leaves,20,24,28,1kg
18-04-2022,Ladies Finger,22,26,31,1kg
18-04-2022,Pumpkin,25,30,35,1kg
18-04-2022,Radish,18,22,26,1kg
18-04-2022,Ridge Gourd,28,34,40,1kg
18-04-2022,Shallot (Pearl Onion),33,40,47,1kg
18-04-2022,Snake Gourd,22,26,31,1kg
18-04-2022,Sorrel Leaves,11,13,15,1kg
18-04-2022,Spinach,15,18,21,1kg
18-04-2022,Sweet Potato,46,55,65,1kg
17-04-2022,Onion Big,18,22,26,1kg
17-04-2022,Onion Small,30,36,43,1kg
17-04-2022,Tomato,18,22,26,1kg
17-04-2022,Green Chilli,35,42,50,1kg
17-04-2022,Beetroot,24,29,34,1kg
17-04-2022,Potato,21,25,30,1kg
17-04-2022,Raw Banana (Plantain),9,10,13,1kg
17-04-2022,Amaranth Leaves,12,14,17,1kg
